Zipcode,Order#,City,State
21057,[3021783674],['GLEN ARM'],['MD']
21060,"[3023888892, 3022912675, 3019646302, 2916753130, 3017279864, 3011295976]","['GLEN BURNIE', 'GLEN BURNIE', 'GLEN BURNIE', 'GLEN BURNIE', 'GLEN BURNIE', 'GLEN BURNIE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21061,"[3023063710, 3022671467, 2983392358]","['GLEN BURNIE', 'GLEN BURNIE', 'GLEN BURNIE']","['MD', 'MD', 'MD']"
21075,"[2900623039, 2900623039, 2874122567, 3023393454, 2878891772]","['ELKRIDGE', 'ELKRIDGE', 'ELKRIDGE', 'ELKRIDGE', 'ELKRIDGE']","['MD', 'MD', 'MD', 'MD', 'MD']"
21076,"[3023890473, 3023890473, 2870890959, 3020575590, 3012333365]","[nan, nan, 'HANOVER', 'HANOVER', 'HANOVER']","['MD', 'MD', 'MD', 'MD', 'MD']"
21078,"[3015438995, 3005257189]","['HAVRE DE GRACE', 'HAVRE DE GRACE']","['MD', 'MD']"
21084,[2865838286],['JARRETTSVILLE'],['MD']
21085,"[3017612436, 3015984815]","['JOPPA', 'JOPPA']","['MD', 'MD']"
21090,"[3024375837, 3024013953, 3022372913, 3021642778, 3021642778, 2875137656, 2875137656, 2875137656, 2875137656, 2875137656, 2875137656, 2875137656, 2875137656]","['LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM', 'LINTHICUM', 'LINTHICUM', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS', 'LINTHICUM HEIGHTS']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21093,"[3024295164, 2865370101, 2843482139, 2843482139, 2843482139, 3021322607, 3020401896, 2906151938]","['LUTHERVILLE', 'LUTHERVILLE-TIMONIUM', 'LUTHERVILLE TIMONIUM', 'LUTHERVILLE TIMONIUM', 'LUTHERVILLE TIMONIUM', 'LUTHERVILLE', 'LUTHERVILLE', 'LUTHERVILLE TIMONIUM']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21102,[3021400326],['MANCHESTER'],['MD']
21108,"[2972344578, 2972344578, 3022348242]","['MILLERSVILLE', 'MILLERSVILLE', 'MILLERSVILLE']","['MD', 'MD', 'MD']"
21111,"[2923013294, 2923013294, 2923013294, 2878783376, 2822234912, 2989233971]","['MONKTON', 'MONKTON', 'MONKTON', 'MONKTON', 'MONKTON', 'MONKTON']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21113,"[2959432438, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2815324664, 2905588160, 2905588160, 2905588160, 2905588160, 2905588160, 2905588160, 3003685697]","['ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON', 'ODENTON']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21114,"[3024391358, 2936056887, 2936056887, 3022814914]","['CROFTON', 'CROFTON', 'CROFTON', 'CROFTON']","['MD', 'MD', 'MD', 'MD']"
21117,"[2921941427, 2921941427, 2921941427, 2921941427, 2921941427, 2921941427, 2921941427, 3022789062, 2846065261, 3021864464, 3021444323, 2907742236, 2907742236, 2907742236, 2907742236, 2907742236, 2907742236, 2907742236, 2907742236, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 2995455509, 3006539866]","['OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS', 'OWINGS MILLS']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21120,"[2816047664, 2816047664]","['PARKTON', 'PARKTON']","['MD', 'MD']"
21122,"[3023854068, 2521890670, 3022614867, 3020447807, 3019532501, 3019336755, 2975629266, 3017887911, 3015749780]","['PASADENA', 'PASADENA', 'PASADENA', 'PASADENA', 'PASADENA', 'PASADENA', 'PASADENA', 'PASADENA', 'PASADENA']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21128,[2938896573],['BALTIMORE'],['MD']
21131,"[3021419492, 2577343296, 2577343296, 3017771792]","['PHOENIX', 'PHOENIX', 'PHOENIX', 'PHOENIX']","['MD', 'MD', 'MD', 'MD']"
21132,[3017207017],['PYLESVILLE'],['MD']
21133,"[3024000243, 3023220123]","['RANDALLSTOWN', 'RANDALLSTOWN']","['MD', 'MD']"
21136,"[2904275088, 2904275088, 2904275088, 2904275088, 2904275088, 3023688208, 2930636867, 2930636867, 2930636867, 2961532359]","['REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN', 'REISTERSTOWN']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21144,"[2548300416, 2839667025, 2785609974, 2674037768, 2107186037, 2835569660, 3020447619, 3018625754, 2548366844]","['SEVERN', 'SEVERN', 'SEVERN', 'SEVERN', 'SEVERN', 'SEVERN', 'SEVERN', 'SEVERN', 'SEVERN']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21146,"[3024337800, 2873486371, 2873486371, 2873486371, 2873486371, 2873486371, 2873486371, 2873486371, 2873486371, 3021635039, 2881618294]","['SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'SEVERNA PARK', 'ARNOLD']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21152,"[2864086548, 2864086548, 2490872765, 2892937565]","['SPARKS', 'SPARKS', 'SPARKS GLENCOE', 'SPARKS GLENCOE']","['MD', 'MD', 'MD', 'MD']"
21155,[2892431130],['UPPERCO'],['MD']
21157,"[3024313043, 3022091397, 3021411415, 3018784581, 3018784581, 3018784581, 3018784581]","['WESTMINSTER', 'WESTMINSTER', 'WESTMINSTER', 'WESTMINSTER', 'WESTMINSTER', 'WESTMINSTER', 'WESTMINSTER']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21158,[2923279181],['WESTMINSTER'],['MD']
21161,[3023756742],['WHITE HALL'],['MD']
21162,"[3023615233, 3023534944, 2898680119]","['WHITE MARSH', 'WHITE MARSH', 'WHITE MARSH']","['MD', 'MD', 'MD']"
21163,"[2882627387, 2882627387, 2882627387, 2882627387, 2882627387, 2882627387, 2882627387, 2882627387]","['WOODSTOCK', 'WOODSTOCK', 'WOODSTOCK', 'WOODSTOCK', 'WOODSTOCK', 'WOODSTOCK', 'WOODSTOCK', 'WOODSTOCK']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21201,"[3023338045, 3022848554, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 2973950954, 3022462833]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21202,"[3023028817, 3020499363, 3022462620, 3022077249, 3002097203, 3002097203, 3002097203, 3002097203, 3002097203, 3002097203]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21204,"[2472912731, 3023136701, 2908213899, 2908213899]","['TOWSON', 'TOWSON', 'TOWSON', 'TOWSON']","['MD', 'MD', 'MD', 'MD']"
21205,"[3024403594, 2975972254]","['BALTIMORE', 'BALTIMORE']","['MD', 'MD']"
21206,"[2248709605, 3011372406, 2842270958, 3015579577, 3001109839]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD']"
21207,"[3024174493, 3023934054, 3022219270, 3020726731, 2846403611, 3006693623, 3006539911, 2768992156]","['BALTIMORE', 'GWYNN OAK', 'GWYNN OAK', 'GWYNN OAK', 'GWYNN OAK', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21208,"[2893937732, 3020089117, 3018836542, 3014929722]","['PIKESVILLE', 'PIKESVILL', 'PIKESVILLE', 'PIKESVILLE']","['MD', 'MD', 'MD', 'MD']"
21209,"[3024266781, 3021778192, 3017280080, 3017280080]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD']"
21210,"[3023104714, 3021100694, 3020804368]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD']"
21211,"[3023400092, 3019776605]","['BALTIMORE', 'BALTIMORE']","['MD', 'MD']"
21212,"[2410259255, 2938239356, 3020553731, 2151232569]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD']"
21213,"[2983648186, 2983648186, 2983648186, 2983648186]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD']"
21214,"[3015459049, 3016149800]","['BALTIMORE', 'BALTIMORE']","['MD', 'MD']"
21215,"[2985169545, 2985169545, 2985169545]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD']"
21217,"[3024370837, 3021758965, 3021758965]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD']"
21218,"[3022953448, 3023004102, 2949514124, 2949514124, 2949514124, 2949514124, 2949514124, 2949514124, 3005928106, 3005928106, 3005928106, 3005928106, 3005928106, 3005928106, 3005928106, 3020173256]","['BALTIMORE', 'Baltimore', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21220,"[3011172688, 3011172688, 3011172688, 2881074443, 2938559542]","['MIDDLE RIVER', 'MIDDLE RIVER', 'MIDDLE RIVER', 'MIDDLE RIVER', 'MIDDLE RIVER']","['MD', 'MD', 'MD', 'MD', 'MD']"
21221,"[2896242725, 2872686805, 2872686805, 2872686805, 2872686805, 2872686805, 2872686805, 2914741007, 3011659454]","['ESSEX', 'ESSEX', 'ESSEX', 'ESSEX', 'ESSEX', 'ESSEX', 'ESSEX', 'ESSEX', 'ESSEX']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21222,"[3011066467, 3023104645, 2988127207, 3004616355, 2862199545, 2862199545]","['DUNDALK', 'DUNDALK', 'DUNDALK', 'BALTIMORE', 'DUNDALK', 'DUNDALK']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21223,"[2890437200, 3009862465, 3009862465, 3009862465, 3009862465, 3009862465, 3009862465, 3009862465]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21224,"[2899942467, 2706528257, 2798146673, 2798146673, 2798146673]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD']"
21225,[3024313331],['BALTIMORE'],['MD']
21226,[2867962299],['CURTIS BAY'],['MD']
21227,"[3023721327, 3022729328, 3018482792, 3018482792, 3018482792, 3018482792, 3018482792, 3018482792, 3018482792, 3018482792, 3018482792, 2814978425, 2814978425, 2960383616]","['HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE', 'HALETHORPE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21228,"[2967773359, 2967773359, 2967773359, 3023808787, 1744331114, 3021203841, 2788640361, 2788640361, 3017482974, 3017472654, 2836280848, 2991406357, 3005831552]","['CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'Catonsville', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE', 'CATONSVILLE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21229,[1940589411],['BALTIMORE'],['MD']
21230,"[3024290035, 2152768466, 2152768466, 3023698897, 3023492112, 2993706366, 2993706366, 2993706366, 2993706366, 2760271744, 2760271744, 2760271744, 2760271744, 2760271744, 2760271744, 2760271744, 3022311640, 3020326894]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21231,"[3024322074, 3023341277, 2922035410]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD']"
21234,[3024130160],['BALTIMORE'],['MD']
21236,"[2899771177, 3019826672, 3019826672, 2885218907, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 3006401394, 2911947461]","['NOTTINGHAM', 'NOTTINGHAM', 'NOTTINGHAM', 'NOTTINGHAM', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'NOTTINGHAM']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21237,"[3022825115, 2879697799, 2879697799, 2879697799, 2879697799, 2879697799, 2879697799, 2879697799, 3022566269, 3022181138]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21239,"[2898944342, 2811092009, 2811092009]","['BALTIMORE', 'BALTIMORE', 'BALTIMORE']","['MD', 'MD', 'MD']"
21244,[3023433628],['WINDSOR MILL'],['MD']
21286,"[3022831333, 3018630545, 3018630545, 3021028185, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3010396180, 3009726982]","['TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON', 'TOWSON']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21401,"[3024286475, 3023741696, 3023452956, 3023499545, 3023246133, 3023141880, 2853042314, 2853042314, 3021434767, 3022552971, 3022552971, 3022552971, 2898662820, 2881915540, 2881915540, 2881915540, 2881915540, 2881915540, 2881915540, 2881915540, 2881915540, 3021816891, 3021807467, 2912925817, 2911258792, 2911258792, 2911258792, 2911258792, 2937460961, 2937460961, 2937460961, 2937460961, 2937460961, 2937460961, 2937460961, 2937460961, 3019563876, 3019413774, 3019413774, 3019413774, 2881089490]","['ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21403,"[2202417131, 2202417131, 2202417131, 2921105617, 2921105617, 2921105617, 2921105617, 3003089464, 3000369909]","['ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21409,"[2904451533, 3022151251, 2977702875, 2977702875, 2977702875, 2977702875, 2977702875, 2977702875, 2977702875, 2977702875, 2977702875, 2883116523, 2883116523, 2883116523, 2883116523, 3019934833, 3018575969, 2305769884]","['ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS', 'ANNAPOLIS']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21502,"[2899133425, 2877906305, 3023029831, 3023029765, 2864684694, 2864684694, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2687698895, 2905907066, 2905907066, 2905907066, 2905907066, 2905907066, 2905907066, 3009834160, 3009834160, 3009834160, 3009834160, 3009834160, 3009834160, 3009834160, 2590497279, 2590497279, 3019182664, 2994745477, 3003279055, 2857877447]","['CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'CUMBERLAND', 'LAVALE', 'CUMBERLAND']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21521,[3017698526],['BARTON'],['MD']
21531,[2178250969],['FRIENDSVILLE'],['MD']
21532,"[2755610526, 2755610526, 2755610526, 2824356031, 2596629199]","['FROSTBURG', 'FROSTBURG', 'FROSTBURG', 'FROSTBURG', 'FROSTBURG']","['MD', 'MD', 'MD', 'MD', 'MD']"
21536,[3017979058],['GRANTSVILLE'],['MD']
21550,"[3010016685, 2875134432, 2875134432, 2875134432, 2875134432, 2875134432, 3019330991, 3009051227, 3011987812, 3020311747]","['OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND', 'OAKLAND']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21601,"[3023459723, 3021530645, 3021322810, 2894415968]","['EASTON', 'EASTON', 'EASTON', 'EASTON']","['MD', 'MD', 'MD', 'MD']"
21613,"[2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274, 2852785274]","['CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE', 'CAMBRIDGE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21617,"[3012050457, 2758289650, 2898645224, 2906371359, 2066838037, 2469077481]","['CENTREVILLE', 'CENTREVILLE', 'CENTREVILLE', 'CENTREVILLE', 'CENTREVILLE', 'CENTREVILLE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21619,[3020366299],['CHESTER'],['MD']
21620,"[2888741447, 2888741447, 2888741447, 2888741447, 2888741447, 2888741447, 2888741447]","['CHESTERTOWN', 'CHESTERTOWN', 'CHESTERTOWN', 'CHESTERTOWN', 'CHESTERTOWN', 'CHESTERTOWN', 'CHESTERTOWN']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21623,"[3019387772, 3010883659]","['CHURCH HILL', 'CHURCH HILL']","['MD', 'MD']"
21625,[3001705773],['CORDOVA'],['MD']
21629,"[2622077514, 2622077514, 2622077514, 2622077514, 2976318323, 2976318323, 2976318323, 3019832759]","['DENTON', 'DENTON', 'DENTON', 'DENTON', 'DENTON', 'DENTON', 'DENTON', 'DENTON']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21631,"[3021708962, 3021708962, 3021708962]","['HURLOCK', 'HURLOCK', 'HURLOCK']","['MD', 'MD', 'MD']"
21632,"[3022533634, 3022533634, 2809086180]","['FEDERALSBURG', 'FEDERALSBURG', 'FEDERALSBURG']","['MD', 'MD', 'MD']"
21634,[2958327908],['FISHING CREEK'],['MD']
21635,"[2728471671, 2728471671, 2728471671, 2728471671, 2728471671, 2728471671, 2728471671, 2728471671]","['GALENA', 'GALENA', 'GALENA', 'GALENA', 'GALENA', 'GALENA', 'GALENA', 'GALENA']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21638,"[2974011466, 3018734872, 3018734872]","['GRASONVILLE', 'Grasonville', 'Grasonville']","['MD', 'MD', 'MD']"
21643,"[2899017439, 2899017439]","['HURLOCK', 'HURLOCK']","['MD', 'MD']"
21649,"[2808853607, 2808853607, 2808853607, 2808853607, 2808853607, 2808853607]","['MARYDEL', 'MARYDEL', 'MARYDEL', 'MARYDEL', 'MARYDEL', 'MARYDEL']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
21651,[3020123338],['MILLINGTON'],['MD']
21654,[2793488448],['OXFORD'],['MD']
21655,"[2893101420, 2893101420, 2893101420]","['PRESTON', 'PRESTON', 'PRESTON']","['MD', 'MD', 'MD']"
21658,[3023139411],['QUEENSTOWN'],['MD']
21660,[3021365999],['RIDGELY'],['MD']
21662,[3023576018],['ROYAL OAK'],['MD']
21663,"[2933953010, 2933953010, 2933953010, 2933953010]","['SAINT MICHAELS', 'SAINT MICHAELS', 'SAINT MICHAELS', 'SAINT MICHAELS']","['MD', 'MD', 'MD', 'MD']"
21666,"[3024194990, 2878180857, 2899383840, 2892405706, 2892405706, 2892405706, 2944226496, 2944226496]","['STEVENSVILLE', 'STEVENSVILLE', 'STEVENSVILLE', 'STEVENSVILLE', 'STEVENSVILLE', 'STEVENSVILLE', 'STEVENSVILLE', 'STEVENSVILLE']","['MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD', 'MD']"
